epoch,loss,val_loss
0,1.8081634153566117e-09,2.1177275211226032e-10
1,2.489271665184756e-10,2.592678849389074e-10
2,2.979367930699972e-10,2.310850538700393e-10
0,3.386525782023142e-10,3.6623828969517547e-10
0,0.03641596807424503,8.928082388592884e-05
0,1.2262763121324127e-05,1.8188471173630205e-08
1,1.872415380368975e-09,2.183743325057108e-10
2,2.0623599705782425e-10,1.9289481123507812e-10
0,3.88173166513443,3.3298327922821045
0,3.90445220375061,2.4719507694244385
0,2.4974269263744353,1.6062030792236328
0,2.200411052107811,1.3438653945922852
0,1.985167194724083,0.8310920000076294
1,1.693878011584282,0.5094541311264038
0,1.6188256287574767,0.5238820314407349
1,1.7352509925961495,0.7457795739173889
2,1.5495857636928558,0.5455049276351929
3,1.4774861377477646,0.31827643513679504
4,1.3754280247092248,0.35598325729370117
5,1.4968469952344894,0.3493998646736145
6,1.3367020384073258,0.3718518912792206
7,1.3397380697131156,0.2757531702518463
8,1.3700922142863274,0.3626405894756317
9,1.2783449673354625,0.6824231743812561
0,3.7750998435020446,2.9336977005004883
1,2.7128771166801453,2.1214215755462646
2,2.270092502117157,1.3607062101364136
3,1.947436265707016,0.7623909115791321
4,1.820768858551979,0.5751487612724304
0,3.0723675203323366,1.5815693140029907
1,1.9252415313720703,0.8026031255722046
2,1.5750437408089637,1.1195094585418701
3,1.3354777971506118,0.46422848105430603
4,1.300160868883133,0.4975881278514862
5,1.0564473258852958,0.3623371422290802
6,1.21497041451931,0.49574705958366394
7,1.1274057824015618,0.3621935546398163
8,1.0575294589698314,0.31699174642562866
9,0.9963243198692798,0.2495604157447815
5,3.006667060613632,2.7747840881347656
6,2.500634642601013,1.9932317733764648
7,2.249244676589966,1.4772270917892456
8,2.035778460144997,0.9493393301963806
9,1.9043334169983863,1.4235581159591675
0,1.7994514483809472,0.7516213059425354
1,1.3482321185469628,0.9335305094718933
2,1.2184507187008857,0.7668225765228271
3,1.130867812514305,0.8818055987358093
4,1.088338384628296,0.6147790551185608
